product_id,product_name,category_id,brand,price,stock_quantity,created_at,is_active
388,Adidas Outdoor Product 388,11,Adidas,2363.71,141,2026-04-21,True
389,Apple Home Product 389,7,Apple,1757.57,427,2026-04-01,False
390,Adidas Audio Product 390,4,Adidas,2420.7,405,2025-07-20,True
391,Samsung Sports Product 391,10,Samsung,2318.81,75,2023-01-18,True
392,Bosch Gaming Product 392,5,Bosch,1399.77,83,2024-08-16,True
393,Lenovo Toys Product 393,16,Lenovo,48.83,20,2023-05-13,True
394,Asus Sports Product 394,10,Asus,142.45,156,2026-04-29,True
395,Nike Beauty Product 395,14,Nike,636.07,179,2023-01-02,True
396,Amazon Automotive Product 396,17,Amazon,2384.68,365,2026-02-22,True
397,Logitech Gaming Product 397,5,Logitech,1467.21,41,2024-02-07,True
398,Apple Kitchen Product 398,8,Apple,629.33,347,2025-08-27,True
399,Adidas Beauty Product 399,14,Adidas,2301.28,305,2023-07-20,True
400,Philips TV & Video Product 400,6,Philips,2012.91,71,2025-06-11,True
401,Sony Furniture Product 401,9,Sony,506.81,156,2025-05-02,True
402,Philips Sports Product 402,10,Philips,466.6,400,2025-08-02,True
403,Sony Audio Product 403,4,Sony,1738.39,257,2025-12-14,True
404,Nike Books Product 404,15,Nike,1057.06,210,2025-05-25,True
405,JBL Electronics Product 405,1,JBL,2394.15,215,2026-02-18,True
406,Philips Gaming Product 406,5,Philips,1455.0,191,2024-09-11,True
407,Bosch Office Product 407,20,Bosch,143.3,432,2026-03-04,True
408,Adidas Gaming Product 408,5,Adidas,2020.63,447,2023-01-13,False
409,Asus Books Product 409,15,Asus,146.18,424,2023-04-22,True
410,Philips Outdoor Product 410,11,Philips,1417.95,353,2023-07-19,True
411,Samsung Computers Product 411,2,Samsung,1851.01,27,2026-04-12,True
412,Sony Automotive Product 412,17,Sony,349.64,458,2026-02-25,True
413,Amazon Sports Product 413,10,Amazon,2015.99,319,2024-09-28,True
414,Samsung Audio Product 414,4,Samsung,1513.44,61,2023-01-01,False
415,Dell Audio Product 415,4,Dell,1189.62,426,2024-02-23,False
416,Adidas Books Product 416,15,Adidas,756.81,247,2023-04-24,True
417,Asus Kitchen Product 417,8,Asus,2056.0,348,2026-01-24,True
418,Samsung Office Product 418,20,Samsung,1594.13,94,2025-06-04,True
419,Sony Kitchen Product 419,8,Sony,508.87,245,2025-11-13,True
420,Amazon Sports Product 420,10,Amazon,1237.48,341,2023-07-24,True
421,Adidas Shoes Product 421,13,Adidas,1048.07,217,2023-08-08,True
422,Lenovo Electronics Product 422,1,Lenovo,1414.88,5,2025-07-25,False
423,Apple Sports Product 423,10,Apple,2271.19,181,2025-06-29,True
424,JBL Books Product 424,15,JBL,32.71,81,2025-07-27,True
425,Asus Automotive Product 425,17,Asus,878.6,361,2025-10-27,False
426,Bosch Shoes Product 426,13,Bosch,1643.24,180,2023-05-09,False
427,LG Outdoor Product 427,11,LG,1964.55,337,2023-10-14,True
428,Samsung Shoes Product 428,13,Samsung,2406.76,310,2025-09-17,True
429,Logitech Pet Product 429,19,Logitech,1318.33,66,2025-11-04,True
430,Philips Pet Product 430,19,Philips,1547.51,206,2024-12-13,True
431,Apple Computers Product 431,2,Apple,250.39,54,2023-11-22,True
432,Nike Toys Product 432,16,Nike,272.53,450,2024-04-19,True
433,HP Shoes Product 433,13,HP,164.2,128,2025-05-10,True
434,Asus Computers Product 434,2,Asus,1910.75,310,2023-05-30,True
435,Nike TV & Video Product 435,6,Nike,950.3,326,2023-08-09,False
436,Dell Garden Product 436,18,Dell,1232.85,347,2024-02-05,True
437,Dell Kitchen Product 437,8,Dell,2036.46,414,2023-11-28,True
438,Philips Smartphones Product 438,3,Philips,2399.98,49,2023-02-19,True
439,HP Computers Product 439,2,HP,905.31,208,2023-10-15,False
440,Asus Garden Product 440,18,Asus,471.41,373,2023-05-28,False
441,Dell Toys Product 441,16,Dell,2070.66,256,2024-02-29,True
442,Philips Fashion Product 442,12,Philips,2005.97,224,2026-02-18,True
443,Asus Shoes Product 443,13,Asus,204.58,400,2023-05-26,False
444,Samsung Sports Product 444,10,Samsung,584.13,307,2023-08-30,False
445,Apple Outdoor Product 445,11,Apple,2306.46,128,2024-04-03,True
446,Samsung Fashion Product 446,12,Samsung,196.2,294,2023-11-20,True
447,JBL Automotive Product 447,17,JBL,1004.06,29,2025-10-21,False
448,Philips Audio Product 448,4,Philips,1636.55,16,2025-08-22,True
449,Lenovo Beauty Product 449,14,Lenovo,2221.19,30,2024-02-15,True
450,Bosch Home Product 450,7,Bosch,596.69,37,2024-11-06,False
451,Logitech Office Product 451,20,Logitech,2452.83,486,2023-03-14,True
452,Logitech Office Product 452,20,Logitech,1202.14,66,2023-06-15,True
453,Samsung Computers Product 453,2,Samsung,1273.93,332,2023-03-14,True
454,LG Beauty Product 454,14,LG,63.39,28,2024-09-13,True
455,Bosch Home Product 455,7,Bosch,1708.03,377,2026-05-30,True
456,LG Garden Product 456,18,LG,1916.55,356,2023-04-17,True
457,Logitech Beauty Product 457,14,Logitech,353.05,224,2025-05-24,True
458,JBL Office Product 458,20,JBL,492.18,223,2025-01-23,True
459,Dell Kitchen Product 459,8,Dell,35.02,211,2023-07-08,False
460,Apple Pet Product 460,19,Apple,2033.43,39,2023-01-31,True
461,LG Gaming Product 461,5,LG,118.86,179,2024-01-05,False
462,Lenovo Kitchen Product 462,8,Lenovo,1000.57,336,2023-09-23,True
463,Samsung Smartphones Product 463,3,Samsung,522.59,361,2024-05-27,True
464,LG Kitchen Product 464,8,LG,1952.72,149,2024-09-11,True
465,JBL Automotive Product 465,17,JBL,1747.45,257,2024-07-01,True
466,Nike Computers Product 466,2,Nike,1220.66,40,2025-04-21,True
467,Asus Gaming Product 467,5,Asus,769.3,283,2025-12-02,True
468,Nike Audio Product 468,4,Nike,2445.0,357,2023-10-18,True
469,Samsung Books Product 469,15,Samsung,2092.45,138,2023-02-13,True
470,Adidas Pet Product 470,19,Adidas,158.7,437,2024-09-07,False
471,LG Shoes Product 471,13,LG,967.81,22,2023-02-08,True
472,Adidas Home Product 472,7,Adidas,1335.9,338,2024-01-13,True
473,Bosch Computers Product 473,2,Bosch,2276.03,386,2024-12-13,True
474,HP Furniture Product 474,9,HP,1895.56,174,2026-04-25,False
475,Asus Beauty Product 475,14,Asus,2020.42,283,2025-05-25,True
476,Asus Sports Product 476,10,Asus,1065.35,368,2025-12-31,False
477,Lenovo Automotive Product 477,17,Lenovo,1173.66,473,2023-11-29,True
478,JBL Gaming Product 478,5,JBL,2000.98,486,2023-02-01,True
479,Dell Smartphones Product 479,3,Dell,850.46,202,2026-01-16,True
480,Lenovo Office Product 480,20,Lenovo,1651.48,400,2025-01-10,False
481,Samsung Electronics Product 481,1,Samsung,1655.33,428,2024-09-20,True
482,LG TV & Video Product 482,6,LG,1105.37,238,2025-08-05,True
483,LG Fashion Product 483,12,LG,1027.44,296,2026-02-13,True
484,JBL Furniture Product 484,9,JBL,2383.7,225,2026-02-03,True
485,HP Furniture Product 485,9,HP,2173.95,65,2024-07-19,True
486,Sony TV & Video Product 486,6,Sony,294.97,19,2023-04-12,True
487,Asus Automotive Product 487,17,Asus,800.16,283,2025-06-20,True
488,Logitech Computers Product 488,2,Logitech,50.13,432,2024-06-14,True
489,Logitech Garden Product 489,18,Logitech,594.4,55,2023-04-02,True
490,LG Automotive Product 490,17,LG,202.85,104,2023-08-20,True
491,Nike Pet Product 491,19,Nike,1608.3,448,2025-05-01,True
492,Apple Gaming Product 492,5,Apple,1972.53,171,2024-10-30,True
493,LG Fashion Product 493,12,LG,87.58,188,2024-08-25,True
494,JBL Sports Product 494,10,JBL,73.58,311,2023-11-04,True
495,Bosch Outdoor Product 495,11,Bosch,1784.97,481,2025-11-06,True
496,Asus Shoes Product 496,13,Asus,1646.08,76,2026-04-08,True
497,Samsung Smartphones Product 497,3,Samsung,1263.7,294,2024-04-04,False
498,Bosch Beauty Product 498,14,Bosch,1997.53,310,2023-09-06,True
499,Bosch Automotive Product 499,17,Bosch,680.26,428,2025-06-22,False
500,JBL Sports Product 500,10,JBL,615.25,393,2024-05-14,True
