order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,status
2755,1874,378,2026-02-22 19:57:28,2,282.37,564.74,COMPLETED
2756,657,385,2026-03-11 17:23:01,4,523.71,2094.84,PROCESSING
2757,1055,238,2026-09-01 18:02:17,4,2177.49,8709.96,PROCESSING
2758,384,191,2026-04-24 00:26:59,3,1854.38,5563.14,COMPLETED
2759,506,131,2026-08-20 06:17:11,1,418.47,418.47,PROCESSING
2760,1941,444,2025-09-15 22:08:12,2,584.13,1168.26,COMPLETED
2761,671,103,2025-12-04 19:13:10,2,1819.62,3639.24,RETURNED
2762,1228,44,2026-05-04 04:35:22,4,2419.64,9678.56,COMPLETED
2763,61,3,2025-07-06 10:32:37,3,1619.28,4857.84,COMPLETED
2764,1337,338,2026-05-05 16:58:53,4,801.28,3205.12,COMPLETED
2765,1721,316,2026-05-06 02:27:06,3,2113.11,6339.33,CANCELLED
2766,1336,339,2026-02-01 01:13:44,3,126.51,379.53,CANCELLED
2767,1917,289,2026-02-10 07:55:37,3,1506.35,4519.05,COMPLETED
2768,35,105,2026-02-24 20:55:54,4,1640.04,6560.16,COMPLETED
2769,312,462,2026-03-17 19:47:26,4,1000.57,4002.28,COMPLETED
2770,68,303,2026-06-03 19:39:58,4,1978.37,7913.48,CANCELLED
2771,671,427,2026-02-12 13:58:18,3,1964.55,5893.65,COMPLETED
2772,1521,403,2026-08-16 04:55:51,3,1738.39,5215.17,COMPLETED
2773,675,318,2026-05-07 23:37:41,2,2225.39,4450.78,COMPLETED
2774,1063,94,2026-05-21 12:15:49,2,1995.82,3991.64,COMPLETED
2775,1168,478,2026-08-05 15:31:58,4,2000.98,8003.92,PROCESSING
2776,1931,410,2025-08-05 22:39:37,3,1417.95,4253.85,PROCESSING
2777,1855,318,2025-11-30 04:33:17,5,2225.39,11126.95,RETURNED
2778,1591,280,2025-12-07 23:37:50,3,1018.62,3055.86,SHIPPED
2779,1094,68,2025-07-31 03:06:04,4,2024.85,8099.4,CANCELLED
2780,747,126,2026-07-28 00:06:04,4,362.75,1451.0,PROCESSING
2781,837,210,2026-02-03 19:09:29,4,1819.64,7278.56,PROCESSING
2782,683,246,2025-04-18 23:43:31,3,1551.42,4654.26,RETURNED
2783,1734,4,2025-07-15 09:01:33,3,1536.44,4609.32,SHIPPED
2784,528,62,2026-01-17 11:34:39,2,1883.63,3767.26,COMPLETED
2785,1345,100,2026-04-29 22:31:30,3,2071.43,6214.29,RETURNED
2786,829,50,2025-04-28 01:53:13,4,497.33,1989.32,SHIPPED
2787,1016,101,2026-02-16 02:40:04,4,1821.21,7284.84,COMPLETED
2788,128,116,2025-05-14 03:08:13,5,819.82,4099.1,RETURNED
2789,1359,92,2025-09-06 05:20:16,3,925.67,2777.01,RETURNED
2790,1274,382,2025-04-06 21:30:35,2,1938.57,3877.14,PROCESSING
2791,992,100,2025-06-16 16:44:03,1,2071.43,2071.43,COMPLETED
2792,611,375,2025-12-23 10:42:05,3,363.17,1089.51,COMPLETED
2793,1734,230,2025-03-07 20:01:23,5,1052.46,5262.3,COMPLETED
2794,1597,139,2026-05-16 15:42:05,1,869.48,869.48,SHIPPED
2795,1536,491,2026-03-23 15:08:43,2,1608.3,3216.6,RETURNED
2796,462,162,2024-06-18 00:11:13,4,1870.26,7481.04,SHIPPED
2797,659,40,2026-06-08 22:08:51,1,2175.97,2175.97,RETURNED
2798,966,323,2025-05-10 20:17:34,3,2247.45,6742.35,COMPLETED
2799,990,356,2025-09-04 23:56:08,2,197.11,394.22,RETURNED
2800,1103,304,2025-11-07 02:51:23,3,2398.31,7194.93,COMPLETED
2801,786,99,2025-03-26 01:20:54,5,735.82,3679.1,RETURNED
2802,151,286,2026-01-25 18:31:40,1,1253.62,1253.62,COMPLETED
2803,710,279,2026-08-27 02:52:41,1,681.92,681.92,COMPLETED
2804,1834,428,2026-05-06 09:29:13,3,2406.76,7220.28,CANCELLED
2805,1640,318,2025-11-25 13:18:58,2,2225.39,4450.78,PROCESSING
2806,1365,60,2026-04-29 01:42:26,4,2275.77,9103.08,RETURNED
2807,969,2,2026-05-24 10:22:42,1,2199.31,2199.31,PROCESSING
2808,504,457,2026-04-26 11:20:26,3,353.05,1059.15,COMPLETED
2809,241,277,2026-05-18 00:40:08,2,2469.65,4939.3,PROCESSING
2810,1891,404,2026-05-24 19:52:36,2,1057.06,2114.12,COMPLETED
2811,167,412,2026-07-13 00:52:43,2,349.64,699.28,PROCESSING
2812,784,202,2026-05-27 05:50:13,1,1646.72,1646.72,COMPLETED
2813,1053,191,2026-07-30 20:11:43,4,1854.38,7417.52,CANCELLED
2814,1943,143,2025-01-15 16:11:42,5,1260.55,6302.75,PROCESSING
2815,26,78,2026-03-19 11:42:45,2,1038.69,2077.38,PROCESSING
2816,1430,174,2025-03-09 13:54:47,3,2476.09,7428.27,CANCELLED
2817,896,364,2026-06-16 07:31:25,2,304.63,609.26,CANCELLED
2818,485,176,2026-05-08 15:12:05,2,847.08,1694.16,COMPLETED
2819,114,478,2025-09-10 22:01:25,4,2000.98,8003.92,COMPLETED
2820,540,436,2025-11-25 18:19:07,5,1232.85,6164.25,COMPLETED
2821,1561,394,2026-08-14 15:43:43,4,142.45,569.8,COMPLETED
2822,1036,369,2025-12-04 20:19:49,4,142.31,569.24,COMPLETED
2823,1222,87,2024-07-23 04:16:38,5,2379.24,11896.2,CANCELLED
2824,1260,48,2026-06-21 22:54:30,3,1819.35,5458.05,RETURNED
2825,456,41,2025-03-23 07:16:14,2,322.65,645.3,RETURNED
2826,799,194,2026-04-11 03:30:15,3,1484.36,4453.08,PROCESSING
2827,565,284,2025-12-11 20:25:15,1,1959.85,1959.85,COMPLETED
2828,334,410,2025-09-19 08:46:24,2,1417.95,2835.9,CANCELLED
2829,245,58,2026-08-02 23:53:29,4,2379.93,9519.72,COMPLETED
2830,605,233,2025-06-21 05:20:33,1,516.17,516.17,COMPLETED
2831,463,308,2026-07-26 00:15:18,4,1446.57,5786.28,SHIPPED
2832,1950,140,2026-04-11 10:08:25,3,1484.85,4454.55,SHIPPED
2833,1488,358,2026-08-11 02:03:52,5,1906.39,9531.95,CANCELLED
2834,1827,348,2025-08-19 23:19:21,2,573.59,1147.18,COMPLETED
2835,909,385,2026-05-11 10:31:55,4,523.71,2094.84,CANCELLED
2836,151,422,2026-06-06 20:50:11,3,1414.88,4244.64,CANCELLED
2837,500,296,2026-03-27 15:20:10,4,1627.57,6510.28,RETURNED
2838,794,209,2025-08-19 14:50:04,2,1071.72,2143.44,COMPLETED
2839,670,360,2026-08-27 13:41:13,1,2437.91,2437.91,COMPLETED
2840,476,500,2026-05-27 05:01:10,4,615.25,2461.0,COMPLETED
2841,1516,274,2025-11-07 00:35:55,2,1009.79,2019.58,COMPLETED
2842,996,417,2026-06-15 16:19:35,1,2056.0,2056.0,COMPLETED
2843,1858,199,2026-03-29 14:36:37,1,2366.61,2366.61,COMPLETED
2844,1901,417,2026-02-06 14:19:19,2,2056.0,4112.0,COMPLETED
2845,812,203,2025-10-23 15:48:01,1,650.79,650.79,COMPLETED
2846,91,67,2026-07-24 23:20:26,1,1132.15,1132.15,CANCELLED
2847,1297,220,2026-03-25 00:17:30,5,569.06,2845.3,PROCESSING
2848,1204,62,2025-08-06 07:52:38,5,1883.63,9418.15,COMPLETED
2849,1214,61,2026-02-10 02:08:14,2,1732.67,3465.34,CANCELLED
2850,60,74,2026-02-01 04:55:28,1,1707.83,1707.83,PROCESSING
2851,538,174,2025-10-01 07:16:58,4,2476.09,9904.36,RETURNED
2852,760,292,2026-04-22 21:45:09,3,887.01,2661.03,COMPLETED
2853,1757,58,2026-07-30 23:38:20,2,2379.93,4759.86,SHIPPED
2854,86,26,2026-07-18 19:25:19,4,558.04,2232.16,COMPLETED
2855,273,442,2026-06-16 12:42:00,4,2005.97,8023.88,COMPLETED
2856,1355,165,2025-09-20 09:57:09,5,1379.81,6899.05,COMPLETED
2857,90,164,2024-12-29 20:16:25,5,1668.85,8344.25,COMPLETED
2858,1421,147,2026-01-09 08:11:48,5,1695.81,8479.05,COMPLETED
2859,255,286,2025-08-05 22:57:36,5,1253.62,6268.1,COMPLETED
2860,1472,281,2026-07-06 14:10:24,3,468.35,1405.05,CANCELLED
2861,718,272,2025-10-08 10:19:04,3,1676.18,5028.54,RETURNED
2862,677,204,2026-07-21 05:42:45,2,817.41,1634.82,PROCESSING
2863,1627,352,2026-05-03 05:26:23,1,805.14,805.14,SHIPPED
2864,1263,254,2025-11-16 11:27:54,4,793.04,3172.16,SHIPPED
2865,25,121,2026-04-30 14:52:08,1,1410.62,1410.62,RETURNED
2866,861,431,2024-10-06 11:16:19,5,250.39,1251.95,SHIPPED
2867,63,230,2026-05-04 10:47:20,4,1052.46,4209.84,RETURNED
2868,1312,79,2026-07-05 14:47:08,1,2424.3,2424.3,COMPLETED
2869,403,181,2026-06-12 02:17:22,3,1675.68,5027.04,PROCESSING
2870,748,14,2025-07-21 13:38:01,2,1182.26,2364.52,CANCELLED
2871,9,35,2026-04-19 08:23:18,1,104.39,104.39,SHIPPED
2872,1018,415,2024-05-29 11:30:23,4,1189.62,4758.48,COMPLETED
2873,711,270,2025-05-26 20:49:43,1,1752.37,1752.37,COMPLETED
2874,265,92,2025-08-22 11:00:12,1,925.67,925.67,COMPLETED
2875,503,303,2025-10-03 11:11:56,4,1978.37,7913.48,PROCESSING
2876,544,29,2026-01-02 13:40:01,3,817.64,2452.92,CANCELLED
2877,1527,188,2026-04-16 03:32:03,3,2238.33,6714.99,CANCELLED
2878,1924,470,2026-04-28 21:14:43,1,158.7,158.7,COMPLETED
2879,1481,236,2026-03-20 20:51:00,1,149.11,149.11,RETURNED
2880,1317,478,2026-05-19 15:49:40,3,2000.98,6002.94,RETURNED
2881,1472,208,2026-07-02 07:49:15,4,2045.57,8182.28,COMPLETED
2882,796,454,2025-01-17 20:09:38,2,63.39,126.78,COMPLETED
2883,1805,166,2026-08-17 09:36:22,5,1817.73,9088.65,SHIPPED
2884,811,281,2025-03-09 13:37:34,4,468.35,1873.4,COMPLETED
2885,1582,96,2025-12-03 17:24:47,4,370.3,1481.2,RETURNED
2886,1498,46,2026-06-23 09:39:41,2,2050.81,4101.62,RETURNED
2887,13,413,2025-12-10 20:31:20,2,2015.99,4031.98,COMPLETED
2888,53,309,2025-10-25 15:44:46,4,242.2,968.8,COMPLETED
2889,445,98,2025-02-18 21:58:48,4,2475.93,9903.72,COMPLETED
2890,1611,350,2024-07-24 07:39:28,5,129.53,647.65,RETURNED
2891,830,149,2025-10-17 01:27:12,2,1759.45,3518.9,RETURNED
2892,1149,472,2026-01-20 11:43:46,2,1335.9,2671.8,RETURNED
2893,336,418,2026-06-27 16:45:17,4,1594.13,6376.52,PROCESSING
2894,1761,304,2025-05-27 09:24:14,2,2398.31,4796.62,SHIPPED
2895,970,471,2025-06-22 22:38:40,2,967.81,1935.62,COMPLETED
2896,1477,274,2026-08-24 12:18:41,2,1009.79,2019.58,COMPLETED
2897,280,123,2025-05-20 00:47:23,5,758.49,3792.45,COMPLETED
2898,515,353,2025-07-04 02:22:33,4,1309.19,5236.76,PROCESSING
2899,387,117,2025-07-13 18:47:47,3,1394.59,4183.77,COMPLETED
2900,284,109,2025-12-27 18:00:33,1,2450.89,2450.89,PROCESSING
2901,1211,269,2024-12-20 22:08:25,1,1269.8,1269.8,RETURNED
2902,1378,248,2025-10-25 11:41:24,1,420.41,420.41,COMPLETED
2903,1726,138,2025-10-03 04:37:04,4,256.67,1026.68,COMPLETED
2904,1874,475,2026-01-06 11:46:55,4,2020.42,8081.68,PROCESSING
2905,1413,312,2026-08-13 02:31:41,2,2245.79,4491.58,PROCESSING
2906,1965,114,2026-01-11 01:04:20,1,67.34,67.34,CANCELLED
2907,1705,202,2026-06-23 10:21:09,2,1646.72,3293.44,COMPLETED
2908,1380,80,2026-06-19 15:44:48,2,1006.41,2012.82,COMPLETED
2909,1010,231,2026-04-24 16:59:52,2,2055.3,4110.6,COMPLETED
2910,1924,39,2026-04-01 18:25:52,1,2183.04,2183.04,SHIPPED
2911,823,476,2026-03-17 17:24:31,1,1065.35,1065.35,RETURNED
2912,908,2,2025-06-04 20:20:05,3,2199.31,6597.93,COMPLETED
2913,488,194,2026-03-25 12:11:56,5,1484.36,7421.8,COMPLETED
2914,348,320,2025-10-27 11:04:36,2,2440.03,4880.06,CANCELLED
2915,590,44,2026-04-04 23:18:47,4,2419.64,9678.56,RETURNED
2916,1451,153,2026-04-05 04:48:57,4,2128.43,8513.72,COMPLETED
2917,38,346,2026-03-26 15:48:48,4,1238.41,4953.64,RETURNED
2918,1554,188,2026-07-07 06:04:49,4,2238.33,8953.32,SHIPPED
2919,861,71,2025-06-01 20:43:22,1,162.03,162.03,RETURNED
2920,1897,221,2025-04-26 00:30:07,1,907.63,907.63,COMPLETED
2921,1448,208,2025-12-07 18:30:31,3,2045.57,6136.71,CANCELLED
2922,1735,407,2026-06-15 09:33:09,4,143.3,573.2,CANCELLED
2923,146,145,2026-08-05 09:43:51,3,1590.34,4771.02,PROCESSING
2924,995,331,2026-03-30 07:36:16,1,1513.67,1513.67,PROCESSING
2925,1896,112,2026-06-04 20:46:47,4,2163.59,8654.36,CANCELLED
2926,1177,430,2026-07-20 10:06:51,5,1547.51,7737.55,RETURNED
2927,159,132,2026-04-09 18:25:33,4,74.52,298.08,COMPLETED
2928,1207,379,2026-07-20 11:28:06,3,1317.92,3953.76,COMPLETED
2929,1776,145,2025-10-22 05:12:13,4,1590.34,6361.36,RETURNED
2930,1787,224,2025-10-11 07:52:54,2,2189.75,4379.5,COMPLETED
2931,1527,114,2026-03-20 13:52:19,1,67.34,67.34,COMPLETED
2932,207,81,2026-07-23 21:19:31,5,2144.18,10720.9,RETURNED
2933,1334,39,2026-02-05 03:47:54,3,2183.04,6549.12,PROCESSING
2934,591,288,2026-06-24 08:18:01,3,100.85,302.55,COMPLETED
2935,9,359,2025-08-24 06:38:34,4,393.46,1573.84,SHIPPED
2936,1519,358,2025-10-25 05:00:18,2,1906.39,3812.78,RETURNED
2937,1212,498,2026-06-20 11:04:30,4,1997.53,7990.12,COMPLETED
2938,354,424,2026-08-07 23:11:29,2,32.71,65.42,COMPLETED
2939,815,367,2026-07-19 18:21:02,4,1012.7,4050.8,COMPLETED
2940,1736,263,2026-06-17 18:14:51,5,2170.16,10850.8,COMPLETED
2941,1862,495,2026-01-10 07:27:53,4,1784.97,7139.88,PROCESSING
2942,1317,280,2026-08-14 02:06:17,3,1018.62,3055.86,CANCELLED
2943,1120,498,2025-12-01 02:27:13,4,1997.53,7990.12,PROCESSING
2944,102,197,2025-05-02 07:16:45,3,2318.85,6956.55,PROCESSING
2945,1316,190,2026-07-02 11:08:21,4,1744.8,6979.2,CANCELLED
2946,1178,307,2026-09-01 09:52:02,4,404.52,1618.08,COMPLETED
2947,1543,348,2026-02-25 18:45:43,4,573.59,2294.36,CANCELLED
2948,909,320,2026-07-02 20:39:26,4,2440.03,9760.12,COMPLETED
2949,1810,348,2026-07-27 08:47:26,1,573.59,573.59,RETURNED
2950,1272,440,2025-07-25 05:36:46,2,471.41,942.82,SHIPPED
2951,1647,62,2025-12-02 19:46:12,1,1883.63,1883.63,PROCESSING
2952,1803,73,2026-07-02 03:02:47,4,2331.0,9324.0,SHIPPED
2953,272,4,2024-12-11 15:14:39,3,1536.44,4609.32,COMPLETED
2954,1845,164,2026-07-21 16:22:12,5,1668.85,8344.25,SHIPPED
2955,1948,143,2025-09-28 18:10:39,5,1260.55,6302.75,SHIPPED
2956,661,168,2026-04-02 17:58:08,3,1698.99,5096.97,COMPLETED
2957,1979,89,2026-05-29 17:07:17,4,171.02,684.08,COMPLETED
2958,12,4,2025-08-29 14:04:08,5,1536.44,7682.2,SHIPPED
2959,692,267,2026-04-26 19:19:53,2,915.05,1830.1,COMPLETED
2960,1400,30,2026-03-24 02:35:44,4,1906.67,7626.68,SHIPPED
2961,723,131,2026-07-07 03:52:40,2,418.47,836.94,COMPLETED
2962,1827,132,2026-08-22 11:00:54,3,74.52,223.56,COMPLETED
2963,1577,263,2026-08-10 22:16:06,4,2170.16,8680.64,COMPLETED
2964,11,74,2025-06-14 07:20:22,5,1707.83,8539.15,SHIPPED
2965,1869,274,2026-06-28 00:37:06,5,1009.79,5048.95,RETURNED
2966,478,429,2026-04-15 17:06:37,1,1318.33,1318.33,CANCELLED
2967,131,232,2025-05-23 08:55:32,4,1448.91,5795.64,COMPLETED
2968,94,452,2026-05-29 10:51:38,3,1202.14,3606.42,COMPLETED
2969,1877,109,2026-07-14 23:24:37,4,2450.89,9803.56,COMPLETED
2970,356,24,2026-08-06 12:06:58,1,2347.92,2347.92,PROCESSING
2971,1253,377,2026-08-01 08:07:53,1,886.84,886.84,PROCESSING
2972,1592,447,2026-03-12 02:31:05,2,1004.06,2008.12,COMPLETED
2973,1369,297,2026-01-23 21:15:30,4,1587.48,6349.92,CANCELLED
2974,136,422,2026-05-31 17:19:01,5,1414.88,7074.4,SHIPPED
2975,1778,433,2026-08-08 20:57:58,4,164.2,656.8,COMPLETED
2976,1722,140,2026-03-14 05:33:55,5,1484.85,7424.25,COMPLETED
2977,225,108,2026-02-25 14:10:18,5,2315.7,11578.5,COMPLETED
2978,1079,7,2026-04-24 11:34:11,1,2207.56,2207.56,SHIPPED
2979,420,182,2026-05-12 13:44:58,4,1859.9,7439.6,COMPLETED
2980,1044,499,2025-11-13 20:51:49,3,680.26,2040.78,SHIPPED
2981,1312,328,2026-03-26 20:51:49,3,1494.86,4484.58,CANCELLED
2982,39,455,2026-07-12 21:16:48,5,1708.03,8540.15,COMPLETED
2983,288,337,2026-02-03 00:02:22,2,2366.21,4732.42,CANCELLED
2984,1264,129,2025-12-27 05:21:25,1,1694.55,1694.55,RETURNED
2985,478,497,2024-08-23 12:52:49,5,1263.7,6318.5,PROCESSING
2986,1997,391,2024-08-01 12:05:32,5,2318.81,11594.05,COMPLETED
2987,1251,431,2025-12-13 17:03:46,2,250.39,500.78,RETURNED
2988,640,79,2025-02-17 08:16:40,1,2424.3,2424.3,PROCESSING
2989,1524,226,2026-03-10 16:44:31,4,1122.27,4489.08,COMPLETED
2990,1091,224,2025-11-24 13:12:03,5,2189.75,10948.75,COMPLETED
2991,1958,486,2025-06-17 23:53:43,3,294.97,884.91,COMPLETED
2992,1052,461,2025-10-03 09:43:56,5,118.86,594.3,CANCELLED
2993,326,104,2025-09-05 18:14:08,5,815.31,4076.55,RETURNED
2994,1483,67,2026-09-01 11:39:03,5,1132.15,5660.75,RETURNED
2995,812,357,2026-01-12 10:03:55,1,2048.09,2048.09,PROCESSING
2996,861,82,2026-06-28 23:32:44,2,1782.74,3565.48,COMPLETED
2997,1989,457,2025-12-29 01:08:00,3,353.05,1059.15,CANCELLED
2998,1124,193,2026-05-04 22:40:19,3,1521.97,4565.91,COMPLETED
2999,941,216,2026-08-20 17:29:48,3,62.81,188.43,PROCESSING
3000,430,51,2026-06-06 07:00:27,1,1233.72,1233.72,SHIPPED
3001,826,94,2026-06-12 07:46:41,1,1995.82,1995.82,COMPLETED
3002,189,416,2026-08-13 03:17:19,4,756.81,3027.24,PROCESSING
3003,1026,77,2026-06-23 05:20:25,4,2173.82,8695.28,RETURNED
3004,741,421,2026-06-06 20:30:10,3,1048.07,3144.21,SHIPPED
3005,1276,281,2026-07-27 00:51:07,4,468.35,1873.4,COMPLETED
3006,483,69,2026-07-26 05:15:28,2,423.65,847.3,CANCELLED
3007,971,61,2026-01-09 22:44:37,5,1732.67,8663.35,PROCESSING
3008,56,78,2026-01-30 08:18:04,4,1038.69,4154.76,CANCELLED
3009,1695,294,2026-02-20 01:18:27,4,415.02,1660.08,COMPLETED
3010,1688,140,2026-07-06 02:01:31,5,1484.85,7424.25,COMPLETED
3011,1659,239,2025-12-26 21:09:02,3,201.89,605.67,CANCELLED
3012,532,37,2026-03-16 16:12:29,4,2033.65,8134.6,SHIPPED
3013,643,161,2024-12-22 21:36:11,5,2030.74,10153.7,COMPLETED
3014,1677,450,2026-05-02 16:28:21,2,596.69,1193.38,SHIPPED
3015,1054,34,2025-02-01 21:13:59,1,942.56,942.56,COMPLETED
3016,1012,309,2024-12-20 20:18:35,5,242.2,1211.0,COMPLETED
3017,757,262,2026-08-09 22:50:06,4,2486.07,9944.28,COMPLETED
3018,830,424,2026-05-04 07:38:57,5,32.71,163.55,COMPLETED
3019,1128,263,2026-04-20 14:57:53,2,2170.16,4340.32,PROCESSING
3020,47,441,2025-07-23 00:36:54,4,2070.66,8282.64,SHIPPED
3021,163,78,2026-06-20 21:36:54,4,1038.69,4154.76,CANCELLED
3022,223,93,2025-01-13 22:59:44,5,164.09,820.45,COMPLETED
3023,1295,436,2026-06-29 03:12:42,5,1232.85,6164.25,RETURNED
3024,1120,52,2025-09-23 20:38:47,5,1228.98,6144.9,PROCESSING
3025,1319,199,2026-08-28 03:34:43,5,2366.61,11833.05,RETURNED
3026,275,418,2026-07-22 00:58:00,4,1594.13,6376.52,COMPLETED
3027,1875,206,2026-03-25 21:41:57,1,1244.94,1244.94,RETURNED
3028,243,25,2026-04-10 21:20:26,2,442.32,884.64,COMPLETED
3029,986,400,2025-08-25 21:27:44,5,2012.91,10064.55,COMPLETED
3030,794,284,2026-04-19 08:24:33,2,1959.85,3919.7,COMPLETED
3031,1855,362,2026-08-05 15:53:53,3,264.14,792.42,PROCESSING
3032,1848,233,2025-02-26 08:49:59,3,516.17,1548.51,COMPLETED
3033,862,252,2025-06-11 16:45:24,5,1416.34,7081.7,PROCESSING
3034,848,442,2026-06-30 08:12:08,2,2005.97,4011.94,COMPLETED
3035,726,354,2026-05-16 00:28:59,4,811.56,3246.24,SHIPPED
3036,484,379,2025-02-09 06:13:08,2,1317.92,2635.84,COMPLETED
3037,662,169,2025-04-16 23:00:53,1,1205.68,1205.68,CANCELLED
3038,1729,394,2026-06-08 16:01:08,1,142.45,142.45,COMPLETED
3039,261,330,2024-09-30 19:06:26,4,426.45,1705.8,PROCESSING
3040,1236,346,2025-05-24 18:48:28,3,1238.41,3715.23,CANCELLED
3041,1684,144,2026-03-01 01:37:40,3,1592.73,4778.19,COMPLETED
3042,1043,276,2025-11-29 03:48:39,1,397.8,397.8,COMPLETED
3043,131,158,2026-01-26 01:52:17,1,1082.7,1082.7,RETURNED
3044,313,480,2026-01-29 23:35:57,3,1651.48,4954.44,RETURNED
3045,101,102,2026-04-29 19:30:22,4,1061.87,4247.48,COMPLETED
3046,665,322,2026-08-30 14:19:42,5,1344.53,6722.65,PROCESSING
3047,153,381,2025-10-12 21:13:06,4,917.08,3668.32,RETURNED
3048,923,317,2026-05-18 19:34:40,1,1040.23,1040.23,RETURNED
3049,1808,73,2026-03-29 23:15:30,3,2331.0,6993.0,RETURNED
3050,1594,322,2026-06-29 13:00:13,4,1344.53,5378.12,PROCESSING
3051,598,135,2026-05-11 17:13:20,5,34.56,172.8,RETURNED
3052,601,13,2026-09-01 08:26:35,4,1158.78,4635.12,CANCELLED
3053,1754,219,2025-06-11 00:47:17,1,2305.01,2305.01,SHIPPED
3054,447,481,2025-11-25 22:19:27,3,1655.33,4965.99,SHIPPED
3055,448,389,2026-08-06 18:25:26,2,1757.57,3515.14,RETURNED
3056,244,182,2026-07-11 18:08:22,3,1859.9,5579.7,SHIPPED
3057,1447,470,2025-11-18 21:53:49,2,158.7,317.4,CANCELLED
3058,900,120,2025-08-26 18:32:01,4,316.38,1265.52,PROCESSING
3059,1586,381,2026-06-20 01:22:27,2,917.08,1834.16,PROCESSING
3060,1700,46,2026-06-14 20:21:36,3,2050.81,6152.43,CANCELLED
3061,1356,156,2026-08-20 05:57:33,2,895.8,1791.6,COMPLETED
3062,359,154,2026-05-17 13:41:11,3,669.23,2007.69,COMPLETED
3063,1127,178,2026-03-22 09:15:30,5,806.4,4032.0,COMPLETED
3064,1195,222,2026-05-29 14:09:55,1,1077.28,1077.28,SHIPPED
3065,1865,107,2026-04-26 10:37:05,4,1817.63,7270.52,RETURNED
3066,965,364,2025-12-19 14:09:17,2,304.63,609.26,CANCELLED
3067,251,177,2026-06-07 20:50:12,3,284.04,852.12,PROCESSING
3068,581,333,2024-08-09 22:49:56,4,545.81,2183.24,COMPLETED
3069,1518,478,2026-07-08 04:11:00,4,2000.98,8003.92,COMPLETED
3070,906,2,2026-01-27 00:28:40,2,2199.31,4398.62,COMPLETED
3071,158,263,2025-02-09 14:43:37,5,2170.16,10850.8,PROCESSING
3072,148,331,2026-04-29 03:36:00,2,1513.67,3027.34,RETURNED
3073,1564,154,2026-02-03 17:27:30,4,669.23,2676.92,CANCELLED
3074,1822,30,2026-06-14 09:17:22,5,1906.67,9533.35,COMPLETED
3075,1422,250,2026-08-26 16:22:29,3,415.27,1245.81,COMPLETED
3076,1508,66,2026-05-27 19:30:56,4,474.14,1896.56,COMPLETED
3077,1361,327,2026-06-10 07:19:42,1,785.85,785.85,RETURNED
3078,311,218,2026-03-09 12:39:57,1,574.42,574.42,PROCESSING
3079,1487,331,2026-02-12 13:59:53,2,1513.67,3027.34,COMPLETED
3080,1143,457,2026-04-14 15:07:55,4,353.05,1412.2,SHIPPED
3081,942,64,2026-04-13 13:44:46,4,2467.69,9870.76,SHIPPED
3082,892,488,2025-06-22 00:03:16,2,50.13,100.26,COMPLETED
3083,1530,202,2026-03-28 10:07:02,2,1646.72,3293.44,RETURNED
3084,1946,472,2024-10-27 04:53:39,2,1335.9,2671.8,COMPLETED
3085,1393,358,2026-05-24 09:46:54,5,1906.39,9531.95,PROCESSING
3086,1115,21,2025-07-30 07:36:02,4,2473.33,9893.32,SHIPPED
3087,1135,114,2026-06-12 17:46:32,3,67.34,202.02,PROCESSING
3088,1517,9,2025-03-15 17:16:14,4,1265.94,5063.76,PROCESSING
3089,148,168,2026-03-25 23:08:37,3,1698.99,5096.97,COMPLETED
3090,1668,207,2026-04-11 09:59:19,3,2358.95,7076.85,COMPLETED
3091,1264,85,2026-03-07 08:55:53,3,615.96,1847.88,COMPLETED
3092,938,156,2026-04-16 13:07:30,4,895.8,3583.2,COMPLETED
3093,287,445,2026-08-31 13:43:20,1,2306.46,2306.46,COMPLETED
3094,1126,197,2025-09-26 17:49:34,2,2318.85,4637.7,SHIPPED
3095,447,35,2026-07-05 21:16:58,3,104.39,313.17,CANCELLED
3096,1853,330,2025-08-23 22:17:40,3,426.45,1279.35,COMPLETED
3097,1194,389,2026-05-11 23:16:42,2,1757.57,3515.14,SHIPPED
3098,1404,225,2026-05-09 09:33:53,1,1974.25,1974.25,COMPLETED
3099,1245,24,2026-01-20 07:52:35,5,2347.92,11739.6,COMPLETED
3100,6,499,2025-09-21 12:10:46,3,680.26,2040.78,COMPLETED
3101,1493,370,2026-08-28 07:35:00,3,261.57,784.71,RETURNED
3102,591,474,2026-06-29 20:00:01,4,1895.56,7582.24,SHIPPED
3103,289,93,2026-06-14 19:30:47,2,164.09,328.18,PROCESSING
3104,2,154,2026-05-14 08:46:54,2,669.23,1338.46,COMPLETED
3105,518,474,2026-07-26 10:02:54,4,1895.56,7582.24,CANCELLED
3106,1514,357,2025-08-19 13:36:33,4,2048.09,8192.36,COMPLETED
3107,1189,425,2026-02-05 05:25:05,3,878.6,2635.8,COMPLETED
3108,235,134,2026-06-23 16:40:29,5,2274.02,11370.1,PROCESSING
3109,956,302,2026-06-24 11:32:05,2,20.35,40.7,COMPLETED
3110,275,448,2026-08-09 00:17:38,3,1636.55,4909.65,COMPLETED
3111,1195,165,2025-10-05 08:52:43,4,1379.81,5519.24,SHIPPED
3112,1333,223,2025-12-23 03:27:00,5,2233.86,11169.3,COMPLETED
3113,107,358,2026-08-27 13:36:57,5,1906.39,9531.95,COMPLETED
